division_code,dist_code,sub_dist_code,union_code,mah_code,rmo_1,node_hash,admin_unit_t1,area,total_household,pop_total,pop_in_house,pop_floating,pop_density,admin_unit_t3,rmo_3,num_general_household,household_1person,household_2person,household_3person,household_4person,household_5person,household_6person,household_7person,household_8+person,avg_household_size,admin_unit_t4,rmo_4,all_age_pop,0-4,5-9,10-14,15-19,20-24,25-29,30-49,50-59,60-64,65+
30,48,45,13,849,1,304845138491,*Paiksa,,950,4493,4493,0,,*Paiksa,1,949,3.0,10.2,17.1,19.4,19.1,12.4,8.6,10.2,4.7,*Paiksa,1,4493,12.9,15.4,12.6,7.3,7.9,7.9,20.3,6.9,3.3,5.6
30,48,45,13,860,1,304845138601,*Panchgatia,,545,2299,2299,0,,*Panchgatia,1,544,6.3,12.7,19.5,22.1,15.8,11.6,6.4,5.7,4.2,*Panchgatia,1,2299,12.3,16.3,11.8,7.1,7.9,7.8,21.2,7.3,2.8,5.5
30,48,45,13,994,1,304845139941,*Ukrasal,,249,1133,1133,0,,*Ukrasal,1,249,5.6,6.0,18.1,23.3,19.7,13.3,6.8,7.2,4.6,*Ukrasal,1,1133,11.4,14.7,11.7,9.5,6.3,8.5,21.7,6.8,3.6,5.7
30,48,45,19,,,30484519,Banagram Union Total,6297,7926,35348,35348,0,1387,Banagram Union Total,,7919,5.0,11.2,17.2,21.0,19.0,12.5,7.2,7.0,4.5,Banagram Union Total,,35348,12.5,15.5,12.3,7.2,7.6,7.4,21.9,6.5,3.2,5.9
30,48,45,19,114,1,304845191141,*Banagram,,791,3559,3559,0,,*Banagram,1,790,3.8,9.1,18.0,22.3,20.9,12.2,7.8,5.9,4.5,*Banagram,1,3559,12.2,15.1,11.9,7.2,8.4,7.5,22.1,6.3,3.7,5.6
30,48,45,19,114 01,1,30484519114 011,Banagram,,545,2367,2367,0,,Banagram,1,545,5.3,10.3,17.6,22.8,20.9,11.0,7.0,5.1,4.3,Banagram,1,2367,11.8,13.6,12.0,7.2,8.6,7.4,23.5,6.3,3.5,6.1
30,48,45,19,114 02,1,30484519114 021,Nandipur,,246,1192,1192,0,,Nandipur,1,245,0.4,6.5,18.8,21.2,20.8,14.7,9.8,7.8,4.9,Nandipur,1,1192,13.0,18.3,11.7,7.2,8.1,7.7,19.4,6.1,3.9,4.5
30,48,45,19,124,1,304845191241,*Banagram Paschimpara,,1029,4245,4245,0,,*Banagram Paschimpara,1,1025,6.8,13.4,18.8,22.5,16.9,11.4,5.8,4.4,4.1,*Banagram Paschimpara,1,4245,11.9,13.9,12.6,7.3,7.1,7.4,23.8,6.9,3.0,5.9
30,48,45,19,124 01,1,30484519124 011,Paschimpara,,683,2895,2895,0,,Paschimpara,1,679,6.5,12.5,18.0,22.2,17.5,11.8,6.0,5.4,4.2,Paschimpara,1,2895,11.5,13.7,13.4,7.7,6.6,6.6,23.3,7.5,3.2,6.6
30,48,45,19,124 02,1,30484519124 021,Kataltali,,346,1350,1350,0,,Kataltali,1,346,7.5,15.0,20.5,23.1,15.6,10.7,5.2,2.3,3.9,Kataltali,1,1350,12.9,14.4,11.0,6.4,8.4,9.3,24.9,5.9,2.5,4.4
30,48,45,19,373,1,304845193731,*Dasergaon,,348,1553,1553,0,,*Dasergaon,1,348,3.4,12.4,12.6,23.6,23.6,10.3,9.2,4.9,4.5,*Dasergaon,1,1553,12.0,16.8,13.2,7.7,6.8,7.5,22.5,5.6,2.9,5.0
30,48,45,19,373 01,1,30484519373 011,Dasergaon,,250,1114,1114,0,,Dasergaon,1,250,4.0,12.8,12.8,22.4,23.6,10.0,8.8,5.6,4.5,Dasergaon,1,1114,12.0,16.0,13.2,8.3,6.3,6.9,22.4,6.1,3.0,5.8
30,48,45,19,373 02,1,30484519373 021,Tilkanda,,98,439,439,0,,Tilkanda,1,98,2.0,11.2,12.2,26.5,23.5,11.2,10.2,3.1,4.5,Tilkanda,1,439,11.8,18.9,13.2,6.2,8.0,9.1,22.8,4.3,2.7,3.0
30,48,45,19,466,1,304845194661,*Ghilakandi,,516,2249,2249,0,,*Ghilakandi,1,515,3.9,10.9,21.7,20.0,18.1,12.8,7.6,5.0,4.4,*Ghilakandi,1,2249,10.7,15.9,11.9,7.8,6.7,7.3,22.5,6.7,3.4,7.0
30,48,45,19,518,1,304845195181,*Jamsait,,721,3115,3115,0,,*Jamsait,1,721,5.5,12.9,17.3,22.7,18.7,11.1,4.7,6.9,4.3,*Jamsait,1,3115,11.6,14.8,11.4,7.9,8.2,7.9,22.2,6.6,3.1,6.4
30,48,45,19,518 01,1,30484519518 011,Purbapara,,382,1556,1556,0,,Purbapara,1,382,7.9,13.4,17.8,23.0,17.8,12.0,3.9,4.2,4.1,Purbapara,1,1556,13.5,14.6,11.0,6.4,8.2,7.9,23.0,6.4,2.7,6.3
30,48,45,19,518 02,1,30484519518 021,Paschimpara,,339,1559,1559,0,,Paschimpara,1,339,2.9,12.4,16.8,22.4,19.8,10.0,5.6,10.0,4.6,Paschimpara,1,1559,9.7,14.9,11.9,9.4,8.3,7.8,21.3,6.7,3.5,6.5
30,48,45,19,632,1,304845196321,*Kayet Pauli,,502,2285,2285,0,,*Kayet Pauli,1,502,4.2,11.2,16.5,20.1,22.1,12.0,7.0,7.0,4.6,*Kayet Pauli,1,2285,13.2,15.9,10.7,7.1,7.2,8.4,21.8,6.8,3.5,5.5
30,48,45,19,756,1,304845197561,*Nadna,,219,968,968,0,,*Nadna,1,219,6.4,11.0,17.4,18.3,20.1,11.9,8.2,6.8,4.4,*Nadna,1,968,13.4,17.6,14.2,5.1,7.6,6.7,21.1,5.9,2.9,5.6
30,48,45,19,766,1,304845197661,*Nagergaon,,1009,4670,4670,0,,*Nagergaon,1,1009,5.4,11.2,15.5,19.1,18.5,12.4,7.9,10.0,4.6,*Nagergaon,1,4670,12.9,16.3,12.6,7.0,8.5,7.9,21.6,5.8,2.4,4.9
30,48,45,19,766 01,1,30484519766 011,Purbapara,,655,3006,3006,0,,Purbapara,1,655,5.3,11.0,15.7,20.2,18.8,13.0,6.1,9.9,4.6,Purbapara,1,3006,12.6,16.0,12.8,7.2,8.5,7.8,21.9,6.1,2.2,4.9
30,48,45,19,766 02,1,30484519766 021,Paschimpara,,354,1664,1664,0,,Paschimpara,1,354,5.4,11.6,15.0,17.2,18.1,11.3,11.3,10.2,4.7,Paschimpara,1,1664,13.5,16.9,12.3,6.7,8.5,8.2,21.0,5.3,2.6,4.8
30,48,45,19,798,1,304845197981,*Noagaon,,240,1118,1118,0,,*Noagaon,1,240,0.0,7.5,19.2,27.5,19.6,10.4,8.3,7.5,4.7,*Noagaon,1,1118,14.0,14.3,11.3,6.3,6.3,9.2,21.5,7.9,3.3,6.1
30,48,45,19,829,1,304845198291,*Noapara,,675,3169,3169,0,,*Noapara,1,675,3.3,8.1,16.6,21.9,20.4,13.5,7.7,8.4,4.7,*Noapara,1,3169,12.4,15.4,13.2,7.6,8.0,6.3,21.8,6.7,4.1,4.7
30,48,45,19,829 01,1,30484519829 011,Noapara,,288,1323,1323,0,,Noapara,1,288,2.8,10.1,17.7,22.9,19.8,10.1,9.0,7.6,4.6,Noapara,1,1323,10.6,16.8,13.6,8.2,6.7,4.8,24.3,6.0,3.3,5.8
30,48,45,19,829 02,1,30484519829 021,Kuria Para,,387,1846,1846,0,,Kuria Para,1,387,3.6,6.7,15.8,21.2,20.9,16.0,6.7,9.0,4.8,Kuria Para,1,1846,13.8,14.4,12.9,7.2,8.9,7.3,19.9,7.2,4.7,3.9
30,48,45,19,891,1,304845198911,*Porakandi,,391,1751,1751,0,,*Porakandi,1,391,4.1,11.3,17.1,24.6,15.3,13.0,6.6,7.9,4.5,*Porakandi,1,1751,12.2,13.8,12.1,8.3,10.0,7.2,21.8,6.5,2.7,5.4
30,48,45,19,963,1,304845199631,*Simuha Dighir Para,,192,815,815,0,,*Simuha Dighir Para,1,191,6.3,12.6,19.4,15.7,21.5,13.6,6.3,4.7,4.3,*Simuha Dighir Para,1,815,10.2,15.0,12.8,8.5,7.1,5.8,22.0,6.9,4.9,7.0
30,48,45,19,974,1,304845199741,*Simuha Nehardia,,1293,5851,5851,0,,*Simuha Nehardia,1,1293,6.3,11.7,15.9,18.0,17.5,14.5,8.0,8.1,4.5,*Simuha Nehardia,1,5851,14.1,16.6,12.3,6.4,6.4,7.2,20.2,6.7,3.2,7.0
30,48,45,19,974 01,1,30484519974 011,Simuha,,522,2457,2457,0,,Simuha,1,522,4.8,10.5,14.8,19.9,16.5,14.4,9.6,9.6,4.7,Simuha,1,2457,14.9,17.2,11.7,6.9,5.5,7.2,20.0,6.1,3.1,7.4
30,48,45,19,974 02,1,30484519974 021,Bhiti Para Purbapara,,211,943,943,0,,Bhiti Para Purbapara,1,211,7.6,12.3,18.0,18.5,13.3,17.1,5.2,8.1,4.5,Bhiti Para Purbapara,1,943,14.2,15.5,14.4,4.2,7.6,8.7,21.1,5.6,2.5,6.0
30,48,45,19,974 03,1,30484519974 031,Bhiti Para Paschimpara,,560,2451,2451,0,,Bhiti Para Paschimpara,1,560,7.3,12.5,16.1,16.1,20.0,13.8,7.5,6.8,4.4,Bhiti Para Paschimpara,1,2451,13.2,16.4,12.0,6.8,6.8,6.5,20.0,7.6,3.6,7.0
30,48,45,28,,,30484528,Chandpur Union Total,6152,6822,30529,30513,16,1226,Chandpur Union Total,,6813,5.6,11.4,16.7,19.3,19.4,12.7,7.6,7.3,4.5,Chandpur Union Total,,30529,13.4,15.8,12.1,7.6,7.4,7.3,20.7,6.7,3.2,5.6
30,48,45,28,165,1,304845281651,*Bhanga Nadi,,462,2031,2031,0,,*Bhanga Nadi,1,461,7.2,11.9,14.8,17.1,22.1,12.8,7.2,6.9,4.4,*Bhanga Nadi,1,2031,12.0,15.4,13.0,8.4,6.7,6.5,23.9,6.2,3.1,4.8
30,48,45,28,165 01,1,30484528165 011,Tan Bhanga Nadi,,178,783,783,0,,Tan Bhanga Nadi,1,178,7.3,11.2,18.0,13.5,23.0,12.9,6.2,7.9,4.4,Tan Bhanga Nadi,1,783,12.9,14.3,12.3,8.6,8.3,7.9,23.6,5.4,2.6,4.2
30,48,45,28,165 02,1,30484528165 021,Bhanga Nadi Naya Para,,284,1248,1248,0,,Bhanga Nadi Naya Para,1,283,7.1,12.4,12.7,19.4,21.6,12.7,7.8,6.4,4.4,Bhanga Nadi Naya Para,1,1248,11.5,16.1,13.5,8.3,5.7,5.5,24.0,6.7,3.4,5.2
30,48,45,28,269,1,304845282691,*Chandpur   With Floating,,4855,21561,21545,16,,*Chandpur   With Floating,1,4850,5.7,11.4,17.1,19.4,19.7,12.4,7.5,6.8,4.4,*Chandpur   With Floating,1,21561,13.3,15.8,12.1,7.7,7.2,7.6,20.6,6.7,3.2,5.9
30,48,45,28,269 01,1,30484528269 011,Balibarpar,,165,649,649,0,,Balibarpar,1,165,8.5,13.9,19.4,23.0,16.4,11.5,4.2,3.0,3.9,Balibarpar,1,649,13.6,14.3,11.4,7.4,7.9,11.1,19.4,5.9,2.0,7.1
30,48,45,28,269 02,1,30484528269 021,Paschim Boratia,,118,543,543,0,,Paschim Boratia,1,118,6.8,10.2,16.1,17.8,15.3,17.8,7.6,8.5,4.6,Paschim Boratia,1,543,13.1,16.0,13.1,8.7,6.6,7.6,21.9,5.3,3.5,4.2
30,48,45,28,269 03,1,30484528269 031,Dhuparbagh,,31,141,141,0,,Dhuparbagh,1,31,9.7,12.9,12.9,12.9,25.8,6.5,6.5,12.9,4.5,Dhuparbagh,1,141,14.9,14.9,10.6,7.8,8.5,12.1,18.4,7.8,2.1,2.8
30,48,45,28,269 04,1,30484528269 041,Nimak Purura,,276,1277,1277,0,,Nimak Purura,1,276,6.5,7.6,16.3,21.0,20.3,12.0,5.8,10.5,4.6,Nimak Purura,1,1277,13.2,17.0,11.4,8.6,6.0,7.4,18.4,8.0,3.7,6.3
30,48,45,28,269 05,1,30484528269 051,Dash Kahania,,175,754,754,0,,Dash Kahania,1,175,3.4,14.9,20.0,16.6,22.3,10.9,6.3,5.7,4.3,Dash Kahania,1,754,12.5,17.5,10.5,7.3,8.5,6.8,19.5,6.8,3.6,7.2
30,48,45,28,269 06,1,30484528269 061,Shimuliakanda,,71,316,316,0,,Shimuliakanda,1,71,1.4,8.5,23.9,19.7,18.3,18.3,5.6,4.2,4.5,Shimuliakanda,1,316,15.5,19.9,8.9,4.4,6.6,8.9,18.4,7.9,4.1,5.4
30,48,45,28,269 07,1,30484528269 071,Chatorkanda,,30,156,156,0,,Chatorkanda,1,30,0.0,6.7,13.3,20.0,13.3,20.0,16.7,10.0,5.2,Chatorkanda,1,156,16.0,25.6,4.5,5.1,4.5,12.8,14.7,4.5,4.5,7.7
30,48,45,28,269 08,1,30484528269 081,Purba Baratia,,70,356,356,0,,Purba Baratia,1,70,2.9,8.6,18.6,15.7,17.1,10.0,12.9,14.3,5.1,Purba Baratia,1,356,16.0,17.1,13.2,8.7,7.6,7.6,18.0,4.2,3.4,4.2
30,48,45,28,269 09,1,30484528269 091,Kazi Para,,26,127,127,0,,Kazi Para,1,26,7.7,7.7,19.2,23.1,11.5,3.8,7.7,19.2,4.9,Kazi Para,1,127,11.8,16.5,12.6,6.3,11.0,1.6,22.0,10.2,2.4,5.5
30,48,45,28,269 10,1,30484528269 101,Durgapur,,557,2554,2554,0,,Durgapur,1,555,5.4,11.0,15.3,22.2,18.0,11.0,7.7,9.4,4.6,Durgapur,1,2554,13.5,16.8,12.6,7.4,7.0,7.1,22.3,5.7,3.0,4.6
30,48,45,28,269 11,1,30484528269 111,Uttar Chandpur,,185,846,846,0,,Uttar Chandpur,1,185,3.8,13.0,11.4,20.5,21.6,14.1,10.3,5.4,4.6,Uttar Chandpur,1,846,11.7,14.8,12.6,8.2,7.3,7.6,20.6,5.8,4.3,7.2
30,48,45,28,269 12,1,30484528269 121,Madhya Chandpur,,350,1546,1546,0,,Madhya Chandpur,1,350,8.0,9.7,14.6,20.9,20.9,11.7,6.6,7.7,4.4,Madhya Chandpur,1,1546,12.9,16.2,10.5,8.7,7.1,6.8,21.0,6.9,3.2,6.7
30,48,45,28,269 13,1,30484528269 131,Kurerpar,,190,906,906,0,,Kurerpar,1,190,2.1,7.9,16.3,20.0,22.6,15.3,7.4,8.4,4.8,Kurerpar,1,906,13.5,16.4,12.5,8.1,6.7,5.6,20.1,6.8,3.4,6.8
30,48,45,28,269 14,1,30484528269 141,Galimkharbagh,,90,342,342,0,,Galimkharbagh,1,90,10.0,15.6,21.1,17.8,20.0,7.8,5.6,2.2,3.8,Galimkharbagh,1,342,14.9,17.3,10.8,7.6,5.8,5.3,23.4,6.7,2.9,5.3
30,48,45,28,269 15,1,30484528269 151,Tentultala,,127,525,525,0,,Tentultala,1,126,8.7,12.7,17.5,18.3,17.5,15.9,5.6,4.0,4.2,Tentultala,1,525,14.9,14.1,12.4,5.7,6.9,9.5,22.1,6.1,3.0,5.3
30,48,45,28,269 16,1,30484528269 161,Easapura,,50,195,195,0,,Easapura,1,50,12.0,12.0,20.0,18.0,18.0,10.0,8.0,2.0,3.9,Easapura,1,195,13.8,16.4,11.8,3.6,4.6,8.2,22.1,8.7,3.1,7.7
30,48,45,28,269 17,1,30484528269 171,Naya Para,,144,622,622,0,,Naya Para,1,144,4.9,13.9,11.1,25.7,20.1,11.8,10.4,2.1,4.3,Naya Para,1,622,13.0,15.8,11.4,6.4,6.8,7.2,19.8,9.2,2.7,7.7
30,48,45,28,269 18,1,30484528269 181,Panch Para,,118,535,535,0,,Panch Para,1,118,5.1,10.2,16.1,22.0,18.6,11.0,7.6,9.3,4.5,Panch Para,1,535,15.5,12.5,11.6,6.2,8.2,7.3,22.4,6.9,4.5,4.9
30,48,45,28,269 19,1,30484528269 191,Dewalerkanda,,64,266,266,0,,Dewalerkanda,1,64,7.8,12.5,20.3,20.3,18.8,7.8,6.3,6.3,4.2,Dewalerkanda,1,266,10.5,16.2,9.8,10.5,6.4,9.4,21.8,7.5,3.0,4.9
30,48,45,28,269 20,1,30484528269 201,Manzilerkanda,,241,1058,1042,16,,Manzilerkanda,1,240,7.5,12.5,20.0,14.6,20.4,10.0,7.1,7.9,4.3,Manzilerkanda,1,1058,14.7,14.0,13.1,7.8,8.0,8.1,20.0,5.9,3.7,4.5
30,48,45,28,269 21,1,30484528269 211,Sekher Para,,159,736,736,0,,Sekher Para,1,159,6.9,10.1,17.0,17.0,18.9,15.7,8.2,6.3,4.6,Sekher Para,1,736,12.8,13.9,13.0,5.7,9.5,7.1,19.8,7.7,4.5,6.0
30,48,45,28,269 22,1,30484528269 221,Kona Para,,216,948,948,0,,Kona Para,1,216,5.1,13.9,18.5,13.9,19.9,13.9,8.3,6.5,4.4,Kona Para,1,948,12.6,16.6,13.5,7.6,7.3,7.1,20.4,6.3,2.2,6.5
30,48,45,28,269 23,1,30484528269 231,Baburchi Para,,34,144,144,0,,Baburchi Para,1,34,0.0,23.5,11.8,17.6,29.4,11.8,0.0,5.9,4.2,Baburchi Para,1,144,7.6,13.2,18.8,8.3,6.9,5.6,22.2,6.9,0.0,10.4
30,48,45,28,269 24,1,30484528269 241,Hajibari,,37,168,168,0,,Hajibari,1,36,5.6,8.3,11.1,27.8,30.6,13.9,0.0,2.8,4.4,Hajibari,1,168,11.3,16.1,6.5,6.0,7.1,18.5,19.0,5.4,5.4,4.8
30,48,45,28,269 25,1,30484528269 251,Purbapara,,176,784,784,0,,Purbapara,1,176,4.0,10.8,17.6,20.5,23.9,11.4,8.0,4.0,4.5,Purbapara,1,784,11.2,15.7,13.8,8.7,7.7,7.7,21.2,6.4,2.0,5.7
30,48,45,28,269 26,1,30484528269 261,Madinaj Para,,216,1005,1005,0,,Madinaj Para,1,216,4.6,9.7,15.3,17.1,20.8,15.7,10.6,6.0,4.7,Madinaj Para,1,1005,14.7,15.9,12.1,8.2,6.8,7.5,21.0,6.4,3.0,4.5
30,48,45,28,269 27,1,30484528269 271,Bara Para,,184,642,642,0,,Bara Para,1,184,5.4,22.3,26.6,23.4,14.7,4.3,1.6,1.6,3.5,Bara Para,1,642,12.9,14.0,9.0,7.2,8.3,10.9,22.1,8.3,3.1,4.2
30,48,45,28,269 28,1,30484528269 281,Goalia Para,,154,767,767,0,,Goalia Para,1,154,4.5,3.2,14.3,17.5,24.0,18.2,7.8,10.4,5.0,Goalia Para,1,767,14.0,14.2,14.2,8.9,7.7,8.6,17.5,5.1,3.7,6.3
30,48,45,28,269 29,1,30484528269 291,Mirer Para,,320,1486,1486,0,,Mirer Para,1,320,5.0,9.4,15.6,17.5,21.6,13.4,10.3,7.2,4.6,Mirer Para,1,1486,12.7,14.4,12.5,9.3,6.1,6.6,20.2,7.6,3.0,7.7
30,48,45,28,269 30,1,30484528269 301,Bhabanipur,,46,219,219,0,,Bhabanipur,1,46,4.3,4.3,19.6,13.0,23.9,21.7,8.7,4.3,4.8,Bhabanipur,1,219,14.2,16.0,16.0,7.3,6.4,7.3,19.2,7.3,1.8,4.6
30,48,45,28,269 31,1,30484528269 311,Jaruarpar,,33,145,145,0,,Jaruarpar,1,33,3.0,18.2,12.1,18.2,18.2,18.2,6.1,6.1,4.4,Jaruarpar,1,145,9.0,21.4,13.8,1.4,7.6,6.9,27.6,4.8,3.4,4.1
30,48,45,28,269 32,1,30484528269 321,Nagdorar Par,,60,197,197,0,,Nagdorar Par,1,60,15.0,25.0,23.3,13.3,10.0,6.7,5.0,1.7,3.3,Nagdorar Par,1,197,14.7,17.8,7.6,3.6,6.6,4.6,24.4,8.6,4.6,7.6
30,48,45,28,269 33,1,30484528269 331,Dangurdia,,56,221,221,0,,Dangurdia,1,56,3.6,12.5,32.1,19.6,10.7,12.5,8.9,0.0,3.9,Dangurdia,1,221,15.8,19.0,7.2,4.5,7.2,8.6,21.3,8.1,1.4,6.8
30,48,45,28,269 34,1,30484528269 341,Bhodrashon,,34,129,129,0,,Bhodrashon,1,34,5.9,14.7,26.5,23.5,20.6,0.0,5.9,2.9,3.8,Bhodrashon,1,129,11.6,8.5,12.4,13.2,7.0,7.0,20.9,9.3,3.9,6.2
30,48,45,28,269 35,1,30484528269 351,Tatail,,52,256,256,0,,Tatail,1,52,5.8,3.8,15.4,19.2,19.2,13.5,13.5,9.6,4.9,Tatail,1,256,13.3,14.5,16.0,8.6,7.4,3.5,21.5,5.1,3.1,7.0
30,48,45,28,300,1,304845283001,*Charia,,444,2020,2020,0,,*Charia,1,444,4.7,10.8,17.8,20.0,17.1,13.7,7.4,8.3,4.5,*Charia,1,2020,13.1,15.9,13.1,7.8,8.1,6.0,21.0,7.9,2.8,4.4
30,48,45,28,362,1,304845283621,*Daricharia,,158,738,738,0,,*Daricharia,1,158,6.3,8.2,18.4,18.4,13.9,13.9,10.8,10.1,4.7,*Daricharia,1,738,15.9,17.5,11.5,6.2,7.9,7.5,21.1,4.9,3.4,4.2
30,48,45,28,414,1,304845284141,*Dinamani,,148,673,673,0,,*Dinamani,1,148,4.1,13.5,16.2,17.6,16.9,14.9,10.1,6.8,4.5,*Dinamani,1,673,14.6,16.8,12.2,7.3,8.5,7.0,16.9,8.0,3.9,4.9
30,48,45,28,715,1,304845287151,*Mandalbhog,,755,3506,3506,0,,*Mandalbhog,1,752,4.1,11.4,14.5,20.7,18.8,13.8,7.2,9.4,4.7,*Mandalbhog,1,3506,14.3,15.7,11.7,6.8,8.9,7.3,20.0,6.6,3.2,5.4
30,48,45,28,715 01,1,30484528715 011,Paschim Mandalbhog,,257,1217,1217,0,,Paschim Mandalbhog,1,254,5.5,11.0,13.4,20.9,16.5,14.6,5.5,12.6,4.8,Paschim Mandalbhog,1,1217,13.7,17.5,10.4,7.6,9.5,7.9,18.0,7.5,2.9,4.9
30,48,45,28,715 02,1,30484528715 021,Purba Mandalbhog,,358,1648,1648,0,,Purba Mandalbhog,1,358,2.2,13.1,15.1,20.4,19.8,14.5,6.7,8.1,4.6,Purba Mandalbhog,1,1648,14.4,15.0,12.1,6.3,8.6,7.0,21.1,6.1,3.9,5.5
30,48,45,28,715 03,1,30484528715 031,Para Mandalbhog,,140,641,641,0,,Para Mandalbhog,1,140,6.4,7.9,15.0,21.4,20.0,10.7,11.4,7.1,4.6,Para Mandalbhog,1,641,15.3,14.0,12.9,6.6,8.6,6.7,21.2,6.4,2.0,6.2
30,48,45,38,,,30484538,Jalalpur Union Total,3236,5383,24309,24309,0,1856,Jalalpur Union Total,,5380,4.4,9.6,16.4,22.7,20.1,13.0,6.9,6.9,4.5,Jalalpur Union Total,,24309,11.5,14.9,12.5,8.1,7.6,7.8,22.7,6.2,3.3,5.3
30,48,45,38,290,1,304845382901,*Char Pukkhia,,1402,6217,6217,0,,*Char Pukkhia,1,1402,4.5,10.3,16.3,24.3,20.1,11.7,6.1,6.7,4.4,*Char Pukkhia,1,6217,11.4,15.4,12.6,7.4,6.5,7.2,24.0,5.8,3.7,6.0
30,48,45,38,507,1,304845385071,*Jalalpur,,1015,4258,4258,0,,*Jalalpur,1,1014,6.9,11.8,19.5,21.2,17.9,11.9,5.4,5.3,4.2,*Jalalpur,1,4258,10.8,13.9,12.2,8.4,8.0,8.1,22.5,7.0,3.2,5.8
30,48,45,38,528,1,304845385281,*Jakalia,,1273,5711,5711,0,,*Jakalia,1,1271,3.9,10.1,16.3,23.2,20.8,12.7,7.2,5.9,4.5,*Jakalia,1,5711,11.4,14.9,12.2,8.9,8.0,8.0,23.3,6.1,2.8,4.4
30,48,45,38,808,1,304845388081,*Noakandi,,507,2446,2446,0,,*Noakandi,1,507,3.7,7.9,14.0,18.3,21.7,17.0,7.7,9.7,4.8,*Noakandi,1,2446,12.0,15.8,11.7,6.5,9.2,8.3,21.2,6.3,3.8,5.2
30,48,45,38,855,1,304845388551,*Fakamara,,1186,5677,5677,0,,*Fakamara,1,1186,3.0,6.8,14.9,23.5,20.7,14.2,8.6,8.2,4.8,*Fakamara,1,5677,12.2,14.9,13.2,8.5,7.5,7.8,21.3,6.2,3.3,5.1
30,48,45,47,,,30484547,Kargaon Union Total,8200,6728,31491,31491,0,949,Kargaon Union Total,,6723,4.0,10.2,15.3,20.3,18.9,14.7,8.3,8.3,4.7,Kargaon Union Total,,31491,15.2,17.0,11.0,5.9,6.6,7.7,21.5,6.4,3.1,5.6
30,48,45,47,196,1,304845471961,*Bhatta,,936,4318,4318,0,,*Bhatta,1,934,5.2,9.6,16.5,20.8,17.9,14.1,7.6,8.2,4.6,*Bhatta,1,4318,15.3,18.4,12.5,5.9,5.4,7.4,20.8,5.7,3.5,5.2
30,48,45,47,217,1,304845472171,*Bhuna,,798,3751,3751,0,,*Bhuna,1,798,2.5,10.9,13.2,21.7,19.9,14.8,9.4,7.6,4.7,*Bhuna,1,3751,14.4,15.5,11.5,6.6,6.5,6.5,21.2,7.7,3.3,6.9
30,48,45,47,217 01,1,30484547217 011,Bhuna,,533,2481,2481,0,,Bhuna,1,533,2.4,11.8,14.3,21.4,18.8,14.4,9.4,7.5,4.7,Bhuna,1,2481,14.8,14.2,11.7,6.0,6.5,6.9,22.4,7.4,3.4,6.7
30,48,45,47,217 02,1,30484547217 021,Kura Para,,120,564,564,0,,Kura Para,1,120,2.5,9.2,12.5,21.7,22.5,16.7,9.2,5.8,4.7,Kura Para,1,564,11.5,16.7,12.8,9.4,7.3,6.0,18.4,8.2,3.2,6.6
30,48,45,47,217 03,1,30484547217 031,Katurdia,,145,706,706,0,,Katurdia,1,145,2.8,9.0,9.7,22.8,22.1,14.5,9.7,9.7,4.9,Katurdia,1,706,15.4,18.8,9.6,6.2,5.9,5.4,19.3,8.1,3.3,7.9
30,48,45,47,259,1,304845472591,*Chamakpur,,70,299,299,0,,*Chamakpur,1,70,10.0,11.4,18.6,17.1,12.9,18.6,5.7,5.7,4.3,*Chamakpur,1,299,16.4,16.1,16.7,4.0,3.0,6.4,25.8,3.3,2.3,6.0
30,48,45,47,342,1,304845473421,*Dangargaon,,818,3894,3894,0,,*Dangargaon,1,818,3.7,10.1,14.2,18.5,22.4,14.8,7.6,8.8,4.8,*Dangargaon,1,3894,17.3,18.1,8.6,5.3,6.8,8.4,20.9,6.3,3.2,5.1
30,48,45,47,590,1,304845475901,*Kaona Mamudpur,,760,3473,3473,0,,*Kaona Mamudpur,1,760,4.3,10.9,15.4,23.0,16.6,14.1,8.7,7.0,4.6,*Kaona Mamudpur,1,3473,14.8,15.6,11.8,5.7,7.0,8.2,21.9,6.7,3.1,5.3
30,48,45,47,590 01,1,30484547590 011,Kaona Mamudpur,,116,517,517,0,,Kaona Mamudpur,1,116,6.0,11.2,17.2,24.1,11.2,12.9,9.5,7.8,4.5,Kaona Mamudpur,1,517,14.3,14.9,12.8,5.0,9.9,10.4,20.3,7.0,1.4,4.1
30,48,45,47,590 02,1,30484547590 021,Kauna,,132,647,647,0,,Kauna,1,132,3.0,12.1,15.2,15.9,16.7,16.7,10.6,9.8,4.9,Kauna,1,647,14.2,15.6,11.1,6.0,7.1,7.1,22.9,7.6,4.0,4.3
30,48,45,47,590 03,1,30484547590 031,Kauna Para,,294,1344,1344,0,,Kauna Para,1,294,5.1,10.9,13.3,22.8,19.4,14.6,6.8,7.1,4.6,Kauna Para,1,1344,14.6,16.2,12.3,5.6,6.3,7.9,22.2,6.0,3.3,5.7
30,48,45,47,590 04,1,30484547590 041,Dhokhin Hati,,218,965,965,0,,Dhokhin Hati,1,218,3.2,10.1,17.4,27.1,15.6,12.4,9.6,4.6,4.4,Dhokhin Hati,1,965,15.9,15.0,11.0,5.9,6.3,8.3,21.6,7.2,3.0,5.9
